district,zone_name,latitude,longitude,street_lamp_count_500m,primary_road_count_500m,secondary_road_count_500m,tertiary_road_count_500m,residential_road_count_500m,service_road_count_500m,footway_path_count_500m,pedestrian_road_count_500m,unclassified_road_count_500m,bus_station_count_500m,rail_station_count_500m,market_count_500m,shop_count_500m,school_college_count_500m,hospital_count_500m,police_count_3km,nearest_police_distance_km,light_score,road_quality,alley_density,transport_hub_score,public_place_density,police_distance_risk,environmental_risk_score
Moulvibazar,Juri,24.531019,92.230029,0,1,0,0,2,2,1,0,2,0,0,0,0,0,0,0,3.0,0.45,0.392,0.25,0.0,0.0,1.0,35.12
Moulvibazar,Kamalganj,24.481265,91.858094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Moulvibazar,Kulaura,24.517759,91.861529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Munshiganj,Gazaria,23.17886,89.97853,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3.0,0.45,0.35,0.15,0.0,0.0,1.0,33.75
Munshiganj,Lohajang,23.45,90.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Munshiganj,Sirajdikhan,23.539816,90.337788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Munshiganj,Sreenagar,23.539816,90.337788,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.392,0.0,0.0,0.0,1.0,30.12
Narail,Maijpara,23.15509,89.49515,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,1,2.142,0.45,0.392,0.0,0.0,0.033,0.714,27.77
Narail,Tularampur,23.15509,89.49515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Narayanganj,Fatullah,23.63816,90.49097,0,2,0,5,21,0,0,0,0,0,0,0,4,0,0,3,1.815,0.45,0.642,0.0,0.0,0.133,0.605,24.43
Narayanganj,Rupganj,23.61352,90.50298,0,0,2,2,34,21,41,2,1,5,0,6,31,1,0,2,0.271,0.45,0.517,1.0,1.0,1.0,0.09,74.15
Narayanganj,Siddhirganj,23.61352,90.50298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Narayanganj,Sonargaon,23.65,90.61667,0,0,2,0,17,1,0,0,1,0,0,0,0,1,0,1,0.803,0.45,0.433,0.1,0.0,0.033,0.268,24.68
Narsingdi,Belabo,24.1035,90.84581,0,0,2,0,3,0,1,0,1,0,0,0,0,0,0,0,3.0,0.45,0.433,0.1,0.0,0.0,1.0,31.5
Narsingdi,Monohardi,23.92298,90.71768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Narsingdi,Palash,23.95,90.625,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Narsingdi,Raipura,23.92298,90.71768,0,4,0,2,38,0,0,0,4,0,0,1,2,1,1,1,2.795,0.45,0.6,0.2,0.0,0.2,0.932,33.32
Narsingdi,Shibpur,24.0394,90.73917,0,7,1,7,18,11,0,0,4,0,0,0,0,2,0,1,0.021,0.45,0.85,0.75,0.0,0.067,0.007,29.32
Natore,Bagatipara,24.41112,88.98673,0,0,0,0,13,6,0,0,6,0,0,6,25,1,1,7,0.389,0.45,0.35,0.6,0.0,1.0,0.13,49.05
Natore,Baraigram,24.26,89.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Natore,Gurudaspur,24.41112,88.98673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Natore,Lalpur,24.41112,88.98673,0,0,0,0,13,6,0,0,6,0,0,6,25,1,1,7,0.389,0.45,0.35,0.6,0.0,1.0,0.13,49.05
Natore,Singra,24.50257,89.14624,0,0,1,1,5,0,1,0,9,3,0,7,11,4,0,1,0.583,0.45,0.433,0.5,0.6,0.967,0.194,57.94
Netrokona,Durgapur Netrokona,24.6923,90.82427,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Netrokona,Kalmakanda,25.00108,90.80773,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,3.0,0.45,0.35,0.15,0.0,0.0,1.0,33.75
Netrokona,Kendua,24.66209,90.84303,10,0,3,7,45,5,9,0,13,1,0,1,40,6,0,1,0.109,0.675,0.767,1.0,0.2,1.0,0.036,49.36
Netrokona,Mohanganj,24.87564,90.97773,0,3,0,5,10,1,0,1,20,0,0,0,6,3,0,1,0.401,0.45,0.683,1.0,0.0,0.3,0.134,41.59
Netrokona,Purbadhala,24.94077,90.60025,0,0,1,0,17,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.392,0.0,0.0,0.0,1.0,30.12
Nilphamari,Dimla,26.12693,88.94002,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Nilphamari,Domar,25.94167,88.84667,0,1,0,2,2,0,0,0,4,1,0,1,12,2,1,0,3.0,0.45,0.475,0.2,0.2,0.567,1.0,45.38
Nilphamari,Jaldhaka,26.02226,89.01584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Nilphamari,Kishoreganj Nilphamari,25.94167,88.84667,0,1,0,2,2,0,0,0,4,1,0,1,12,2,1,0,3.0,0.45,0.475,0.2,0.2,0.567,1.0,45.38
Nilphamari,Syedpur Bus Terminal,23.288987,91.293085,0,0,0,0,9,0,0,0,0,0,0,1,1,0,0,0,3.0,0.45,0.35,0.0,0.0,0.1,1.0,32.25
Noakhali,Begumganj,23.0225,91.07472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Noakhali,Chatkhil,23.05241,90.97684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Noakhali,Senbagh,22.816467,91.121505,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.392,0.0,0.0,0.0,1.0,30.12
Noakhali,Sonaimuri,23.03317,91.10049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Noakhali,Subarnachar,22.81764,91.08945,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0,0.45,0.392,0.0,0.0,0.033,1.0,30.62
Pabna,Atgharia,24.48515,89.53493,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Pabna,Bera,24.07821,89.63262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Pabna,Chatmohar,24.22962,89.29112,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.392,0.05,0.0,0.0,1.0,31.12
Pabna,Ishwardi,24.130775,89.064327,0,1,2,0,21,1,1,0,3,1,1,1,2,0,0,1,0.873,0.45,0.475,0.25,0.4,0.133,0.291,36.78
Pabna,Sujanagar,23.77804,89.39647,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2.437,0.45,0.35,0.0,0.0,0.033,0.812,29.37
Panchagarh,Boda,26.33338,88.55777,0,0,0,2,8,2,0,0,20,0,0,3,15,3,1,3,0.373,0.45,0.433,1.0,0.0,0.833,0.124,53.24
Panchagarh,Debiganj,26.11845,88.75948,0,3,1,4,23,3,1,0,11,0,0,0,4,7,3,1,0.342,0.45,0.683,0.75,0.0,0.467,0.114,38.89
Panchagarh,Tetulia,26.49166,88.33969,0,0,2,1,3,0,0,0,8,0,0,0,0,0,0,0,3.0,0.45,0.475,0.4,0.0,0.0,1.0,36.88
Panchagarh,Banglabandha Land Port,26.472204,88.457326,0,0,0,4,0,0,3,0,5,0,0,0,2,0,0,0,3.0,0.45,0.517,0.4,0.0,0.067,1.0,37.25
Patuakhali,Bauphal,22.41593,90.55943,0,0,3,0,4,0,0,0,11,0,0,0,0,3,1,1,0.114,0.45,0.475,0.55,0.0,0.133,0.038,32.26
Patuakhali,Dumki,22.47022,90.38309,0,0,0,0,8,1,8,0,1,0,0,0,0,1,0,5,0.844,0.45,0.35,0.5,0.0,0.033,0.281,34.06
Patuakhali,Galachipa,22.16858,90.41105,0,0,4,4,11,0,0,0,1,0,0,0,0,1,0,0,3.0,0.45,0.683,0.05,0.0,0.033,1.0,27.25
Patuakhali,Kalapara,21.98455,90.22969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Patuakhali,Kuakata,21.82124,90.11975,0,3,0,0,9,0,0,0,3,0,0,0,0,0,0,0,3.0,0.45,0.475,0.15,0.0,0.0,1.0,31.88
Pirojpur,Bhandaria,22.48898,90.06273,0,3,0,2,9,2,0,0,2,0,0,0,0,1,1,0,3.0,0.45,0.558,0.2,0.0,0.067,1.0,32.62
Pirojpur,Kawkhali Pirojpur,22.57965,89.97521,0,0,3,2,15,7,0,0,4,0,0,0,0,1,1,1,0.331,0.45,0.558,0.55,0.0,0.067,0.11,30.73
Pirojpur,Mathbaria,22.28616,89.95882,0,0,9,0,0,0,0,0,14,0,0,1,0,0,0,1,0.22,0.45,0.725,0.7,0.0,0.067,0.073,30.86
Pirojpur,Nazirpur,22.571721,89.97972,0,0,0,0,7,0,0,0,5,2,0,0,0,0,0,1,1.159,0.45,0.35,0.25,0.4,0.0,0.386,37.61
Pirojpur,Nesarabad,22.57965,89.97521,0,0,3,2,15,7,0,0,4,0,0,0,0,1,1,1,0.331,0.45,0.558,0.55,0.0,0.067,0.11,30.73
Rajbari,Baliakandi,23.7252,89.72012,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Rajbari,Kalukhali,23.75726,89.64632,0,0,0,7,20,0,3,0,1,0,0,0,10,6,0,3,0.293,0.45,0.642,0.2,0.0,0.533,0.098,29.35
Rajbari,Pangsha,23.75726,89.64632,0,0,0,7,20,0,3,0,1,0,0,0,10,6,0,3,0.293,0.45,0.642,0.2,0.0,0.533,0.098,29.35
Rajbari,Rajbari Bazar,22.661143,92.17117,0,0,0,0,10,0,2,0,1,0,0,0,5,1,2,0,3.0,0.45,0.35,0.15,0.0,0.267,1.0,37.75
Rajshahi,Binodpur,24.37443,88.603999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Rajshahi,Kazla,24.364265,88.632816,0,0,3,3,35,31,16,0,6,0,0,2,7,6,0,1,2.897,0.45,0.6,1.0,0.0,0.567,0.966,55.16
Rajshahi,New Market Rajshahi,24.366067,88.600044,0,0,10,13,55,5,0,0,3,0,0,0,20,4,0,9,0.439,0.45,0.85,0.4,0.0,0.8,0.146,34.71
Rajshahi,Upashahar Rajshahi,24.377468,88.600613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Rangamati,Bagaichhari,22.758512,92.240249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Rangamati,Barkal,22.19816,91.96293,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.1,0.0,0.0,1.0,32.75
Rangamati,Kaptai,22.64317,92.19186,0,3,0,1,4,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.517,0.05,0.0,0.0,1.0,29.25
Rangamati,Langadu,22.758512,92.240249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Rangamati,Naniarchar,22.758512,92.240249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Rangpur,Carmichael College,25.720448,89.255036,0,0,0,1,12,6,1,5,6,0,0,0,0,4,0,1,0.796,0.45,0.392,0.9,0.0,0.133,0.265,42.78
Rangpur,Dhap Rangpur,25.758783,89.233081,0,0,1,1,16,3,0,2,2,0,0,1,17,5,18,3,1.523,0.45,0.433,0.35,0.0,1.0,0.508,46.58
Rangpur,Lalbag Rangpur,25.72591,89.25457,0,0,0,1,13,2,1,3,5,0,0,0,6,2,0,3,1.233,0.45,0.392,0.55,0.0,0.267,0.411,39.23
Rangpur,Modern Mor,25.728935,89.239394,0,0,0,0,5,0,0,0,10,2,0,0,4,2,1,4,1.89,0.45,0.35,0.5,0.4,0.233,0.63,48.55
Rangpur,Shapla Chattar Rangpur,25.762926,89.234441,0,0,2,1,16,5,1,9,5,1,0,1,16,11,23,3,1.825,0.45,0.475,1.0,0.2,1.0,0.608,63.96
Satkhira,Assasuni,22.70817,89.07185,0,1,12,31,7,0,2,0,2,0,0,7,10,0,1,4,0.374,0.45,0.85,0.2,0.0,0.833,0.125,31.0
Satkhira,Debhata,22.70817,89.07185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Satkhira,Kaliganj Satkhira,22.70817,89.07185,0,1,12,31,7,0,2,0,2,0,0,7,10,0,1,4,0.374,0.45,0.85,0.2,0.0,0.833,0.125,31.0
Satkhira,Shyamnagar,22.34083,89.11756,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.35,0.1,0.0,0.0,1.0,32.75
Satkhira,Tala,22.70817,89.07185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Shariatpur,Naria,23.302448,90.405951,0,0,1,0,8,1,2,0,0,0,0,0,0,2,0,3,0.0,0.45,0.392,0.15,0.0,0.067,0.0,24.12
Shariatpur,Zajira,23.267008,90.414774,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.392,0.0,0.0,0.0,1.0,30.12
Rajbari,Daulatdia Ferry Terminal,23.76983,89.78733,0,0,0,0,1,4,0,0,3,4,0,0,0,0,0,0,3.0,0.45,0.35,0.35,0.8,0.0,1.0,53.75
Bagerhat,Fakirhat,22.77852,89.70579,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5
Bagerhat,Mollahat,22.65657,89.79123,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35
Bagerhat,Mongla Port,22.65657,89.79123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Bandarban,Thanchi Bazar,22.179797,92.219489,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1.663,0.45,0.392,0.0,0.0,0.0,0.554,25.67
Brahmanbaria,Akhaura Railway Junction,23.944546,91.106189,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.392,0.0,0.0,0.0,1.0,30.12
Brahmanbaria,Sarail,24.08363,91.115849,0,1,0,3,0,0,0,0,0,0,0,0,0,2,0,2,1.599,0.45,0.517,0.0,0.0,0.067,0.533,24.58
Shariatpur,Damudya,23.21,90.35,0,2,0,0,19,9,2,0,0,0,0,0,0,4,5,1,0.977,0.45,0.433,0.55,0.0,0.3,0.326,38.26
Shariatpur,Gosairhat,23.21,90.35,0,2,0,0,19,9,2,0,0,0,0,0,0,4,5,1,0.977,0.45,0.433,0.55,0.0,0.3,0.326,38.26
Sherpur,Garo Pahar,25.02691,88.97592,0,0,1,0,2,0,4,0,1,0,0,0,0,0,0,0,3.0,0.45,0.392,0.25,0.0,0.0,1.0,35.12
Sherpur,Jhenaigati,25.18,90.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Sherpur,Nakla,24.97135,90.17785,0,1,1,0,2,5,0,0,0,0,0,1,18,3,1,1,0.299,0.45,0.433,0.25,0.0,0.8,0.1,37.5
Sherpur,Sreebardi,25.01881,90.01751,0,3,2,13,6,0,0,0,3,0,0,3,11,7,12,1,0.371,0.45,0.85,0.15,0.0,1.0,0.124,32.49
Sirajganj,Belkuchi,24.45771,89.70802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Sirajganj,Kazipur,23.98333,89.43333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Sirajganj,Raiganj,24.45771,89.70802,0,0,4,1,30,1,2,0,0,0,0,1,4,3,3,2,0.708,0.45,0.558,0.15,0.0,0.4,0.236,28.98
Sirajganj,Shahjadpur,24.45771,89.70802,0,0,4,1,30,1,2,0,0,0,0,1,4,3,3,2,0.708,0.45,0.558,0.15,0.0,0.4,0.236,28.98
Sirajganj,Ullapara,24.45771,89.70802,0,0,4,1,30,1,2,0,0,0,0,1,4,3,3,2,0.708,0.45,0.558,0.15,0.0,0.4,0.236,28.98
Sunamganj,Chhatak,25.06889,91.40243,0,1,1,0,27,0,1,0,1,0,0,0,0,0,0,1,2.663,0.45,0.433,0.1,0.0,0.0,0.888,30.38
Sunamganj,Derai,24.78644,91.36003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Sunamganj,Dharampasha,24.98,91.0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,3.0,0.45,0.35,0.15,0.0,0.0,1.0,33.75
Sunamganj,Jagannathpur,24.77493,91.55216,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0,3.0,0.45,0.475,0.15,0.0,0.0,1.0,31.88
Sunamganj,Tahirpur,25.06889,91.40243,0,1,1,0,27,0,1,0,1,0,0,0,0,0,0,1,2.663,0.45,0.433,0.1,0.0,0.0,0.888,30.38
Sylhet,Kumarpara,24.903792,91.88044,0,4,4,0,56,0,0,0,0,0,0,0,0,2,0,3,1.833,0.45,0.683,0.0,0.0,0.067,0.611,22.86
Sylhet,Shahjalal University Area,24.916293,91.831117,0,0,0,3,11,25,10,0,0,0,0,0,3,2,0,0,3.0,0.45,0.475,1.0,0.0,0.167,1.0,51.38
Sylhet,South Surma,24.82112,91.89039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Sylhet,Subidbazar,24.89904,91.87198,0,2,10,3,48,3,2,0,0,0,0,1,26,7,3,2,0.967,0.45,0.85,0.25,0.0,1.0,0.322,36.47
Tangail,Ghatail,24.46667,89.96667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Tangail,Kalihati,24.39246,89.99215,0,0,0,0,1,0,1,0,0,0,0,2,1,3,2,1,0.913,0.45,0.35,0.05,0.0,0.333,0.304,29.79
Tangail,Madhupur,24.61186,90.03149,0,0,0,6,1,0,1,0,0,0,0,1,1,4,0,1,0.93,0.45,0.6,0.05,0.0,0.233,0.31,24.6
Tangail,Mirzapur Tangail,24.24984,89.91655,0,3,0,5,53,5,6,0,2,0,0,1,13,13,9,3,0.446,0.45,0.683,0.65,0.0,1.0,0.149,45.24
Tangail,Sakhipur,24.24984,89.91655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Thakurgaon,Baliadangi,26.03097,88.46989,0,2,0,0,9,0,4,0,0,0,0,1,10,0,2,1,0.964,0.45,0.433,0.2,0.0,0.467,0.321,33.71
Thakurgaon,Haripur Thakurgaon,26.11499,88.23192,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.35,0.1,0.0,0.0,1.0,32.75
Thakurgaon,Pirganj Thakurgaon,25.86999,88.32776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Thakurgaon,Ranisankail,25.89085,88.26495,0,0,3,2,5,1,0,0,2,0,0,1,3,1,0,1,1.746,0.45,0.558,0.15,0.0,0.2,0.582,29.45
Thakurgaon,Ruhia,26.03097,88.46989,0,2,0,0,9,0,4,0,0,0,0,1,10,0,2,1,0.964,0.45,0.433,0.2,0.0,0.467,0.321,33.71
Bandarban,Alikadam,21.653,92.3148,0,0,2,0,15,2,3,0,4,0,0,0,0,2,1,2,0.562,0.45,0.433,0.45,0.0,0.1,0.187,31.87
Feni,Fulgazi,23.14612,91.44088,0,0,0,0,16,0,0,0,1,0,0,0,0,0,0,1,1.107,0.45,0.35,0.05,0.0,0.0,0.369,25.44
Habiganj,Madhabpur,24.62886,91.53974,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.05,0.0,0.0,1.0,31.75
Jhenaidah,Harinakundu,23.502088,89.122619,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Joypurhat,Jamalganj Joypurhat,25.09446,89.02286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Moulvibazar,Sreemangal,24.30734,91.733739,0,0,6,4,21,0,3,0,4,2,2,0,7,2,2,2,0.4,0.45,0.767,0.35,0.8,0.367,0.133,44.33
Lakshmipur,Lakshmipur Bus Terminal,22.9431,90.8285,0,4,0,0,25,0,0,0,0,0,0,1,1,0,0,0,3.0,0.45,0.517,0.0,0.0,0.1,1.0,29.75
Madaripur,Madaripur Bus Terminal,23.16226,90.18087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Gopalganj,Gopalganj Bus Terminal,23.28534,90.01181,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.2,0.0,1.0,34.75
Narail,Narail Bus Terminal,23.1774,89.4925,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1.738,0.45,0.35,0.05,0.4,0.0,0.579,35.54
Narsingdi,Narsingdi Bus Terminal,23.9124,90.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Nilphamari,Nilphamari Bus Terminal,25.9317,88.8524,0,2,0,8,12,0,6,0,1,2,0,6,18,14,5,0,3.0,0.45,0.767,0.35,0.4,1.0,1.0,54.5
Noakhali,Noakhali Bus Terminal,22.8682,91.1009,0,0,0,3,22,1,3,0,5,0,0,0,0,1,0,0,3.0,0.45,0.475,0.45,0.0,0.033,1.0,38.38
Shariatpur,Shariatpur Bus Terminal,23.2165,90.3442,0,1,0,1,7,1,0,0,0,0,0,0,0,1,0,1,0.519,0.45,0.433,0.05,0.0,0.033,0.173,22.73
Barishal,Nathullabad Bus Terminal,22.6553,90.3612,0,0,0,0,7,11,5,0,10,0,0,1,7,1,1,3,0.246,0.45,0.35,1.0,0.0,0.367,0.082,47.07
Feni,Feni Bus Terminal,23.0109,91.3791,0,0,2,0,39,3,3,0,7,1,0,2,3,2,1,5,0.668,0.45,0.433,0.65,0.2,0.333,0.223,43.73
Khagrachhari,Khagrachhari Bus Terminal,23.1072,91.9934,0,0,0,2,12,0,2,0,0,0,0,0,0,0,1,1,1.596,0.45,0.433,0.1,0.0,0.033,0.532,27.32
Chandpur,Chandpur Railway Station,23.23092,90.64305,0,0,2,4,5,3,2,0,3,3,1,0,0,0,0,0,3.0,0.45,0.6,0.4,0.8,0.0,1.0,51.0
Cumilla,Cumilla Railway Station,23.46365,91.1668,0,0,4,6,30,5,1,3,2,1,1,2,0,0,0,1,0.747,0.45,0.767,0.55,0.4,0.133,0.249,37.99
Kishoreganj,Kishoreganj Railway Station,24.4264,90.7886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Bandarban,Nilachal,22.1677,92.2104,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,3.0,0.45,0.35,0.25,0.0,0.0,1.0,35.75
Kishoreganj,Kishoreganj 250 Bed General Hospital,24.4378,90.7761,0,1,8,7,15,2,1,0,12,0,0,1,10,14,3,2,0.428,0.45,0.85,0.75,0.0,0.967,0.143,44.18
Dinajpur,Hili Land Port,25.2817,89.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75
Lalmonirhat,Burimari Land Port,26.4046,88.924,0,0,0,0,2,1,1,0,5,0,0,0,1,0,0,0,3.0,0.45,0.35,0.35,0.0,0.033,1.0,38.25
